symbol,data_available,image_generated,vcp_detected,vcp_confidence,vcp_confidence_level,vcp_dimensional_scores,cup_handle_detected,cup_handle_confidence,cup_handle_confidence_level,cup_handle_dimensional_scores,processing_date
EM,True,True,False,0.458,Low,"{'technical_quality': np.float64(0.444545522816978), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.8}",True,0.8,High,"{'technical_quality': 0.6, 'volume_confirmation': 1.0, 'temporal_validity': 0.9000000000000001, 'market_context': 0.8}",2025-08-01 23:25:45
MSB,True,True,False,0.443,Low,"{'technical_quality': np.float64(0.35717391577174823), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.74,Medium,"{'technical_quality': 0.44999999999999996, 'volume_confirmation': 1.0, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01 23:25:45
BNT,True,True,True,0.665,Medium,"{'technical_quality': np.float64(0.8319995809217318), 'volume_confirmation': np.float64(0.20796135181361233), 'temporal_validity': 1.0, 'market_context': 0.7}",True,0.69,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.7}",2025-08-01 23:25:46
CBRE,True,True,False,0.476,Low,"{'technical_quality': np.float64(0.4540802931432098), 'volume_confirmation': np.float64(0.11539991984301906), 'temporal_validity': 0.8, 'market_context': 1.0}",True,0.68,Medium,"{'technical_quality': 0.7, 'volume_confirmation': 0.4, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01 23:25:46
BVN,True,True,True,0.65,Medium,"{'technical_quality': np.float64(0.853419683579245), 'volume_confirmation': np.float64(0.16062058639809998), 'temporal_validity': 1.0, 'market_context': 0.6}",False,0.54,Low,"{'technical_quality': 0.55, 'volume_confirmation': 0.4, 'temporal_validity': 0.7, 'market_context': 0.6}",2025-08-01 23:25:47
RLX,True,True,False,0.523,Low,"{'technical_quality': np.float64(0.3774295649637033), 'volume_confirmation': np.float64(0.43924993918726557), 'temporal_validity': 1.0, 'market_context': 0.4}",True,0.64,Medium,"{'technical_quality': 0.7, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.4}",2025-08-01 23:25:47
RNW,True,True,True,0.646,Medium,"{'technical_quality': np.float64(0.7344586835402734), 'volume_confirmation': np.float64(0.37474087719829374), 'temporal_validity': 1.0, 'market_context': 0.4}",True,0.72,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.6000000000000001, 'temporal_validity': 1.0, 'market_context': 0.4}",2025-08-01 23:25:48
ETR,True,True,True,0.743,Medium,"{'technical_quality': np.float64(0.8816268297034336), 'volume_confirmation': np.float64(0.3012207814707143), 'temporal_validity': 1.0, 'market_context': 1.0}",False,0.58,Low,"{'technical_quality': 0.45, 'volume_confirmation': 0.4, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01 23:25:48
TR,True,True,True,0.632,Medium,"{'technical_quality': np.float64(0.3632386590535772), 'volume_confirmation': np.float64(0.6565276820801798), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",False,0.49,Low,"{'technical_quality': 0.55, 'volume_confirmation': 0.0, 'temporal_validity': 0.9000000000000001, 'market_context': 0.8999999999999999}",2025-08-01 23:25:49
CALM,True,True,False,0.471,Low,"{'technical_quality': np.float64(0.33860675900902104), 'volume_confirmation': np.float64(0.1526137403310322), 'temporal_validity': 1.0, 'market_context': 0.9}",True,0.65,Medium,"{'technical_quality': 0.6, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.9}",2025-08-01 23:25:49
