as_of_ts,symbol,market,market_code,setup_family,candidate_stage,priority_tier,stock_grade,setup_grade,a_pp_score,setup_score,score,final_priority_score,regime_state,market_alias,market_alignment_score,breadth_support_score,rotation_support_score,leader_health_score,reason_codes,fail_codes,data_flags,data_confidence_score,pivot_price,stop_price,risk_unit_pct,entry_timeframe,suggested_entry,suggested_stop,current_price,volume_ratio,adr,vcp_pattern,breakout_level,stop_loss,risk_reward_ratio,passed,scores,execution,metrics
2025-06-30,AZEK,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,75.64,76.42,76.42,77.96,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'NEAR_52W_HIGH', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE', 'VOLUME_CONFIRMATION']",[],"['HAS_DAILY', 'NO_INTRADAY', 'NO_SECTOR_MAPPING', 'NO_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA', 'NEEDS_REVIEW']",30.0,54.95,53.96,1.81,5m_ORH,54.95,53.96,54.35,5.27,1.81,True,54.95,53.96,5.54,True,"{'a_pp_score': 75.64, 'setup_score': 76.42, 'final_priority_score': 77.96, 'data_confidence_score': 30.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 54.95, 'stop_price': 53.96, 'risk_unit_pct': 1.81}","{'prior_run_pct': 0.39, 'base_length': 15.0, 'compression_score': 77.19, 'readiness_score': 65.86, 'intraday_confirmation_score': 85.04, 'execution_quality_score': 93.04, 'pivot_distance_pct': -1.1, 'high_52w_proximity': 0.99}"
2026-04-22,AGX,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,82.41,76.14,76.14,80.22,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,652.64,615.82,5.64,5m_ORH,652.64,615.82,651.68,0.56,5.64,False,652.64,615.82,1.77,True,"{'a_pp_score': 82.41, 'setup_score': 76.14, 'final_priority_score': 80.22, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 652.64, 'stop_price': 615.82, 'risk_unit_pct': 5.64}","{'prior_run_pct': 1.11, 'base_length': 15.0, 'compression_score': 71.5, 'readiness_score': 93.96, 'intraday_confirmation_score': 41.68, 'execution_quality_score': 74.68, 'pivot_distance_pct': -0.15, 'high_52w_proximity': 1.0}"
2025-06-13,X,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,77.15,76.09,76.09,77.52,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE', 'VOLUME_CONFIRMATION']",[],"['HAS_DAILY', 'NO_INTRADAY', 'NO_SECTOR_MAPPING', 'NO_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA', 'NEEDS_REVIEW']",30.0,54.29,52.62,3.09,5m_ORH,54.29,52.62,52.19,1.74,3.2,False,54.29,52.62,3.24,True,"{'a_pp_score': 77.15, 'setup_score': 76.09, 'final_priority_score': 77.52, 'data_confidence_score': 30.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 54.29, 'stop_price': 52.62, 'risk_unit_pct': 3.09}","{'prior_run_pct': 0.54, 'base_length': 15.0, 'compression_score': 79.5, 'readiness_score': 63.17, 'intraday_confirmation_score': 79.56, 'execution_quality_score': 86.0, 'pivot_distance_pct': -3.88, 'high_52w_proximity': 0.96}"
2026-04-22,CC,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,78.85,75.94,75.94,77.87,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,24.42,23.38,4.29,5m_ORH,24.42,23.38,24.04,0.66,4.55,True,24.42,23.38,2.33,True,"{'a_pp_score': 78.85, 'setup_score': 75.94, 'final_priority_score': 77.87, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 24.42, 'stop_price': 23.38, 'risk_unit_pct': 4.29}","{'prior_run_pct': 0.92, 'base_length': 15.0, 'compression_score': 94.8, 'readiness_score': 79.58, 'intraday_confirmation_score': 27.79, 'execution_quality_score': 60.79, 'pivot_distance_pct': -1.57, 'high_52w_proximity': 0.99}"
2026-04-22,MTZ,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 2,A++,2-star,86.55,75.85,75.85,79.28,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,383.38,370.05,3.48,5m_ORH,383.38,370.05,376.5,0.69,3.66,True,383.38,370.05,2.88,True,"{'a_pp_score': 86.55, 'setup_score': 75.85, 'final_priority_score': 79.28, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 383.38, 'stop_price': 370.05, 'risk_unit_pct': 3.48}","{'prior_run_pct': 0.75, 'base_length': 15.0, 'compression_score': 93.94, 'readiness_score': 72.31, 'intraday_confirmation_score': 22.94, 'execution_quality_score': 55.94, 'pivot_distance_pct': -1.8, 'high_52w_proximity': 0.98}"
2026-04-22,FBP,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,78.23,75.39,75.39,79.48,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE', 'VOLUME_CONFIRMATION']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,24.16,23.68,2.02,5m_ORH,24.16,23.68,23.67,1.98,2.02,True,24.16,23.68,4.95,True,"{'a_pp_score': 78.23, 'setup_score': 75.39, 'final_priority_score': 79.48, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 24.16, 'stop_price': 23.68, 'risk_unit_pct': 2.02}","{'prior_run_pct': 0.19, 'base_length': 15.0, 'compression_score': 83.29, 'readiness_score': 58.66, 'intraday_confirmation_score': 72.42, 'execution_quality_score': 80.42, 'pivot_distance_pct': -2.04, 'high_52w_proximity': 0.98}"
2026-04-22,QGRW,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,B,2-star,74.46,75.38,75.38,75.5,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['NEAR_52W_HIGH', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'NO_SECTOR_MAPPING', 'NO_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA', 'NEEDS_REVIEW']",30.0,61.55,60.59,1.57,5m_ORH,61.55,60.59,61.49,0.45,1.57,False,61.55,60.59,6.37,True,"{'a_pp_score': 74.46, 'setup_score': 75.38, 'final_priority_score': 75.5, 'data_confidence_score': 30.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 61.55, 'stop_price': 60.59, 'risk_unit_pct': 1.57}","{'prior_run_pct': 0.2, 'base_length': 15.0, 'compression_score': 74.85, 'readiness_score': 97.65, 'intraday_confirmation_score': 42.0, 'execution_quality_score': 75.0, 'pivot_distance_pct': -0.1, 'high_52w_proximity': 1.0}"
2026-04-22,BCAX,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,76.47,75.26,75.26,78.8,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,24.27,23.21,4.4,5m_ORH,24.27,23.21,23.63,0.99,4.97,True,24.27,23.21,2.27,True,"{'a_pp_score': 76.47, 'setup_score': 75.26, 'final_priority_score': 78.8, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 24.27, 'stop_price': 23.21, 'risk_unit_pct': 4.4}","{'prior_run_pct': 0.72, 'base_length': 15.0, 'compression_score': 77.39, 'readiness_score': 78.26, 'intraday_confirmation_score': 58.78, 'execution_quality_score': 78.47, 'pivot_distance_pct': -2.65, 'high_52w_proximity': 0.97}"
2026-04-22,GOOG,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,79.33,75.06,75.06,78.93,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_6M', 'NEAR_52W_HIGH', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,340.32,332.79,2.21,5m_ORH,340.32,332.79,337.73,0.71,2.21,False,340.32,332.79,4.52,True,"{'a_pp_score': 79.33, 'setup_score': 75.06, 'final_priority_score': 78.93, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 340.32, 'stop_price': 332.79, 'risk_unit_pct': 2.21}","{'prior_run_pct': 0.24, 'base_length': 15.0, 'compression_score': 73.54, 'readiness_score': 91.72, 'intraday_confirmation_score': 40.22, 'execution_quality_score': 73.22, 'pivot_distance_pct': -0.76, 'high_52w_proximity': 0.96}"
2026-04-22,AIQ,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,76.35,75.05,75.05,75.82,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['NEAR_52W_HIGH', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'NO_SECTOR_MAPPING', 'NO_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA', 'NEEDS_REVIEW']",30.0,55.03,53.96,1.95,5m_ORH,55.03,53.96,54.97,0.77,1.95,False,55.03,53.96,5.12,True,"{'a_pp_score': 76.35, 'setup_score': 75.05, 'final_priority_score': 75.82, 'data_confidence_score': 30.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 55.03, 'stop_price': 53.96, 'risk_unit_pct': 1.95}","{'prior_run_pct': 0.23, 'base_length': 15.0, 'compression_score': 75.21, 'readiness_score': 93.01, 'intraday_confirmation_score': 41.6, 'execution_quality_score': 74.6, 'pivot_distance_pct': -0.12, 'high_52w_proximity': 1.0}"
2026-04-22,APD,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,B,2-star,73.75,74.79,74.79,76.93,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,301.55,295.8,1.91,5m_ORH,301.55,295.8,296.76,0.81,1.91,True,301.55,295.8,5.24,True,"{'a_pp_score': 73.75, 'setup_score': 74.79, 'final_priority_score': 76.93, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 301.55, 'stop_price': 295.8, 'risk_unit_pct': 1.91}","{'prior_run_pct': 0.19, 'base_length': 15.0, 'compression_score': 91.87, 'readiness_score': 78.81, 'intraday_confirmation_score': 36.23, 'execution_quality_score': 68.2, 'pivot_distance_pct': -1.59, 'high_52w_proximity': 0.99}"
2026-04-22,NSA,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,82.71,74.51,74.51,79.07,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE', 'VOLUME_CONFIRMATION']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,44.06,43.07,2.24,5m_ORH,44.06,43.07,42.59,1.4,2.34,True,44.06,43.07,4.47,True,"{'a_pp_score': 82.71, 'setup_score': 74.51, 'final_priority_score': 79.07, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 44.06, 'stop_price': 43.07, 'risk_unit_pct': 2.24}","{'prior_run_pct': 0.58, 'base_length': 15.0, 'compression_score': 78.19, 'readiness_score': 55.63, 'intraday_confirmation_score': 70.1, 'execution_quality_score': 68.15, 'pivot_distance_pct': -3.33, 'high_52w_proximity': 0.97}"
2026-04-22,HASI,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,76.76,74.35,74.35,77.41,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE', 'VOLUME_CONFIRMATION']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,41.77,40.81,2.3,5m_ORH,41.77,40.81,41.02,1.52,2.32,True,41.77,40.81,4.35,True,"{'a_pp_score': 76.76, 'setup_score': 74.35, 'final_priority_score': 77.41, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 41.77, 'stop_price': 40.81, 'risk_unit_pct': 2.3}","{'prior_run_pct': 0.32, 'base_length': 15.0, 'compression_score': 82.24, 'readiness_score': 61.78, 'intraday_confirmation_score': 66.02, 'execution_quality_score': 67.0, 'pivot_distance_pct': -1.8, 'high_52w_proximity': 0.98}"
2026-04-22,SBS,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,84.98,74.2,74.2,80.16,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE', 'VOLUME_CONFIRMATION']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,35.83,35.02,2.25,5m_ORH,35.83,35.02,34.64,1.38,2.25,True,35.83,35.02,4.45,True,"{'a_pp_score': 84.98, 'setup_score': 74.2, 'final_priority_score': 80.16, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 35.83, 'stop_price': 35.02, 'risk_unit_pct': 2.25}","{'prior_run_pct': 0.56, 'base_length': 15.0, 'compression_score': 73.2, 'readiness_score': 51.8, 'intraday_confirmation_score': 77.0, 'execution_quality_score': 74.45, 'pivot_distance_pct': -3.31, 'high_52w_proximity': 0.97}"
2026-04-22,CSX,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,B,2-star,74.08,74.1,74.1,76.37,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE', 'VOLUME_CONFIRMATION']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,43.84,43.05,1.81,5m_ORH,43.84,43.05,43.18,1.18,1.82,True,43.84,43.05,5.51,True,"{'a_pp_score': 74.08, 'setup_score': 74.1, 'final_priority_score': 76.37, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 43.84, 'stop_price': 43.05, 'risk_unit_pct': 1.81}","{'prior_run_pct': 0.25, 'base_length': 15.0, 'compression_score': 82.92, 'readiness_score': 70.06, 'intraday_confirmation_score': 57.55, 'execution_quality_score': 64.2, 'pivot_distance_pct': -1.51, 'high_52w_proximity': 0.99}"
2026-04-22,APEI,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,B,2-star,71.14,73.75,73.75,75.7,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,61.65,59.81,2.99,5m_ORH,61.65,59.81,60.28,0.87,3.17,True,61.65,59.81,3.35,True,"{'a_pp_score': 71.14, 'setup_score': 73.75, 'final_priority_score': 75.7, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 61.65, 'stop_price': 59.81, 'risk_unit_pct': 2.99}","{'prior_run_pct': 0.62, 'base_length': 15.0, 'compression_score': 93.44, 'readiness_score': 74.31, 'intraday_confirmation_score': 37.9, 'execution_quality_score': 66.03, 'pivot_distance_pct': -2.22, 'high_52w_proximity': 0.98}"
2026-04-22,HG,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,84.76,73.71,73.71,78.2,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,32.93,32.27,2.03,5m_ORH,32.93,32.27,32.48,0.81,2.12,True,32.93,32.27,4.93,True,"{'a_pp_score': 84.76, 'setup_score': 73.71, 'final_priority_score': 78.2, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 32.93, 'stop_price': 32.27, 'risk_unit_pct': 2.03}","{'prior_run_pct': 0.26, 'base_length': 15.0, 'compression_score': 92.79, 'readiness_score': 64.49, 'intraday_confirmation_score': 24.6, 'execution_quality_score': 57.07, 'pivot_distance_pct': -1.38, 'high_52w_proximity': 0.99}"
2026-04-22,CASY,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,79.42,73.71,73.71,77.62,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,788.15,769.76,2.33,5m_ORH,788.15,769.76,782.91,0.33,2.47,True,788.15,769.76,4.29,True,"{'a_pp_score': 79.42, 'setup_score': 73.71, 'final_priority_score': 77.62, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 788.15, 'stop_price': 769.76, 'risk_unit_pct': 2.33}","{'prior_run_pct': 0.4, 'base_length': 15.0, 'compression_score': 71.75, 'readiness_score': 93.45, 'intraday_confirmation_score': 31.67, 'execution_quality_score': 64.67, 'pivot_distance_pct': -0.66, 'high_52w_proximity': 0.99}"
2026-04-22,NVMI,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,79.7,73.66,73.66,78.0,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE', 'VOLUME_CONFIRMATION']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,545.16,523.99,3.88,5m_ORH,545.16,523.99,521.12,1.19,3.88,False,545.16,523.99,2.58,True,"{'a_pp_score': 79.7, 'setup_score': 73.66, 'final_priority_score': 78.0, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 545.16, 'stop_price': 523.99, 'risk_unit_pct': 3.88}","{'prior_run_pct': 0.45, 'base_length': 15.0, 'compression_score': 81.09, 'readiness_score': 58.07, 'intraday_confirmation_score': 62.41, 'execution_quality_score': 67.95, 'pivot_distance_pct': -4.41, 'high_52w_proximity': 0.96}"
2026-04-22,LSTR,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,B,2-star,72.28,73.65,73.65,76.49,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE', 'VOLUME_CONFIRMATION']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,181.41,176.45,2.73,5m_ORH,181.41,176.45,177.37,1.62,2.8,True,181.41,176.45,3.66,True,"{'a_pp_score': 72.28, 'setup_score': 73.65, 'final_priority_score': 76.49, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 181.41, 'stop_price': 176.45, 'risk_unit_pct': 2.73}","{'prior_run_pct': 0.32, 'base_length': 15.0, 'compression_score': 89.2, 'readiness_score': 54.92, 'intraday_confirmation_score': 67.85, 'execution_quality_score': 71.38, 'pivot_distance_pct': -2.23, 'high_52w_proximity': 0.98}"
2026-04-22,MSM,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,B,2-star,73.81,73.62,73.62,75.63,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,98.27,95.4,2.92,5m_ORH,98.27,95.4,96.67,0.83,3.04,True,98.27,95.4,3.42,True,"{'a_pp_score': 73.81, 'setup_score': 73.62, 'final_priority_score': 75.63, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 98.27, 'stop_price': 95.4, 'risk_unit_pct': 2.92}","{'prior_run_pct': 0.21, 'base_length': 15.0, 'compression_score': 94.24, 'readiness_score': 75.98, 'intraday_confirmation_score': 28.13, 'execution_quality_score': 59.06, 'pivot_distance_pct': -1.63, 'high_52w_proximity': 0.98}"
2026-04-22,CARG,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,B,2-star,73.68,73.57,73.57,75.47,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,38.7,37.49,3.13,5m_ORH,38.7,37.49,38.13,0.58,3.38,True,38.7,37.49,3.2,True,"{'a_pp_score': 73.68, 'setup_score': 73.57, 'final_priority_score': 75.47, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 38.7, 'stop_price': 37.49, 'risk_unit_pct': 3.13}","{'prior_run_pct': 0.43, 'base_length': 15.0, 'compression_score': 93.04, 'readiness_score': 79.79, 'intraday_confirmation_score': 24.99, 'execution_quality_score': 57.99, 'pivot_distance_pct': -1.47, 'high_52w_proximity': 0.97}"
2026-04-22,KEYS,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,83.67,73.53,73.53,77.45,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,345.02,334.55,3.04,5m_ORH,345.02,334.55,338.97,1.02,3.06,False,345.02,334.55,3.29,True,"{'a_pp_score': 83.67, 'setup_score': 73.53, 'final_priority_score': 77.45, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 345.02, 'stop_price': 334.55, 'risk_unit_pct': 3.04}","{'prior_run_pct': 0.67, 'base_length': 15.0, 'compression_score': 86.5, 'readiness_score': 65.24, 'intraday_confirmation_score': 35.02, 'execution_quality_score': 52.94, 'pivot_distance_pct': -1.75, 'high_52w_proximity': 0.98}"
